544851	454307
734403	88893
249716	8487
1509154	634786
252287	1128608
846173	34428
460842	16768
1731882	570100
783914	726211
52936	543185
721046	1306222
674753	1177046
295658	57018
1454435	10035
1788024	890978
49978	39436
607777	1193935
1224271	495621
1013295	368734
963758	908293
1472495	692996
900478	106868
1499381	185368
772342	486270
445148	1037153
1045213	964578
555545	195969
421873	599255
11218	2656
1637524	244748
1074028	237261
321016	46867
698561	663794
721046	1378361
343553	1043772
497701	134167
674753	774232
775930	1970838
647772	974980
986859	1399734
194079	11108
623427	281962
1542950	2089629
318576	306390
124764	962024
586033	1596602
827893	200278
1075543	704610
948438	953455
1555040	342609
