19249	24675,23186,23541,27506,19668,23452,19324,24691,23102,24749
19250	23772,20115,22045,26082,26380,25874,26212,20114,20208,29722
19251	21428,21665,26002,24075,24013,19689,26837,23443,27012,24167
19253	25366,24931,28536,25959,21285,24976,28158,25060,19354,25241
19254	20638,24361,29140,22951,23706,23063,20056,29520,20899,19260
19255	28550,29457,31458,29004,25271,28887,31419,25295,31130,29055
19256	23901,26799,28151,23675,19349,24057,26938,25786,21586,23081
19257	25569,25922,28336,27006,25892,21590,25858,25513,23206,25141
19259	20348,25255,25156,29560,25362,25280,24576,29553,19660,29225
19260	27791,24347,20596,26046,22974,21582,21209,22695,22720,22791
19262	19602,19328,21603,25285,24902,23472,23365,28967,21464,24935
19263	22099,19906,24344,21716,27936,26623,22205,24077,26991,23511
19265	27694,19334,30161,19271,24325,30278,21985,20613,19861,22802
19266	26568,22960,23063,25863,24028,19979,27734,22548,22682,20142
19267	26012,29099,19843,22619,27680,24580,26065,28185,26004,26903
19268	23245,25966,20192,26243,25976,29711,20455,23340,20431,25993
19269	19584,20110,26489,20387,26171,20278,21787,21069,24583,25055
19271	19861,28313,20893,27741,28685,25802,20826,24202,22922,22535
19272	21433,22607,22028,23368,26491,22667,21279,21477,24597,26539
19273	28539,24872,29547,28353,31020,24989,20623,24946,30667,28741
19274	24270,21633,24318,30112,22742,27717,30137,26479,21452,20587
19275	19352,24953,25299,21635,28063,24987,24983,24903,24860,20838
19276	24131,24371,23212,19346,26894,28218,23229,23057,21947,23066
19278	22813,23074,19514,24312,25803,20839,28373,25641,22538,31274
19279	29992,27922,21252,24370,19254,26012,19335,19822,22697,26923
19280	28216,22670,24308,21933,20555,19463,23668,24497,24522,21279
19281	30247,27153,27246,24784,30621,24994,30140,29263,27906,23962
19282	26876,23655,21642,19918,22034,28083,24442,20645,23866,22961
19283	21181,26075,26587,28162,21075,22768,26893,20638,23074,23229
19284	30865,20158,21285,22006,30012,30015,24903,25435,25440,29617
19285	24372,20867,21978,20039,21478,27778,26889,22742,27678,29103
19286	31391,28921,28439,22474,28667,24147,19745,29284,29215,30854
19288	20663,25130,28323,20883,23153,31305,19615,23550,21313,22068
19289	23308,22601,24270,24432,19349,24495,29958,24083,21668,24728
19290	20061,22771,29506,23773,21936,20808,22612,22341,21279,19285
19291	19549,27753,21938,20121,26485,22670,20875,23633,20769,23869
19292	30318,26577,26588,19954,27696,28373,19260,24192,21181,20061
19293	22742,21031,22853,24029,30105,30278,20123,22001,24320,21121
19294	21529,24877,23560,24935,21464,19602,29096,30015,19352,29471
19295	22795,29987,24203,21649,20662,24580,21456,22900,28227,22537
19296	24600,23671,25782,23468,27011,21284,23429,29150,24497,26949
19297	19954,24732,27796,24142,22972,20651,29950,31298,25822,23701
19298	28068,23767,21456,21278,23784,23013,19266,23212,23722,24486
19299	21607,21619,22491,27764,22787,24169,22583,26926,26826,24330
19300	25995,20805,21957,24450,26049,19535,29467,22791,21022,24604
19302	25211,25929,20902,22430,20598,25081,21438,31269,21514,25249
19304	26025,23543,29696,19975,20681,25875,19586,26106,25768,23850
19306	31011,29576,24956,25424,20030,25362,21293,21514,24702,30894
19307	31515,25403,23472,25393,20829,24897,22029,24945,27070,27948
19308	24562,22457,21047,27738,26381,24561,26676,23407,22451,21313
19309	29368,25224,24947,30037,25400,30751,29578,25407,20319,21065
19310	19275,24976,27948,26415,24916,24945,29126,19328,20804,25179
19311	23010,19823,21928,30279,19368,25775,29622,19453,28069,19271
19314	22123,31583,24874,25154,28741,25144,30695,26517,24961,24946
19315	24365,25780,19673,26786,22601,29963,24580,19325,27711,22821
19316	30258,24135,22713,26966,28357,22017,22727,24220,26930,26803
19317	22861,30030,21922,23115,26467,23225,21482,22745,21118,29650
19318	24488,21579,22988,23071,21936,22921,27922,26919,21565,23685
19320	25995,27684,23225,22961,23217,19879,22712,21546,21681,25849
19324	23572,19720,19668,23584,24750,24731,24746,19249,24691,27203
19325	23893,21644,24351,22576,20661,23165,21869,22795,26935,22765
19326	23727,31296,21450,22240,24340,22791,19251,23223,22723,28168
19328	26282,31515,25496,31393,21529,28088,30354,30865,24931,22410
19332	28218,23645,21668,19639,22640,22701,23852,29080,29136,29517
19334	20576,19496,23221,26972,23227,22758,20120,26539,30161,26014
19335	23226,28185,21202,19343,22936,21579,19786,21148,23867,22679
19337	24913,27992,21792,28521,22558,23177,25291,23357,25238,21219
19339	28100,22553,23764,26945,23767,22032,30137,29950,21201,26591
19340	29103,22659,27765,24364,22791,22525,23073,24304,27714,30014
19342	22760,20889,22771,29512,25793,28282,21961,22970,23809,27756
19343	26963,19441,30261,30308,24473,23298,24171,21536,19577,22510
19344	24390,30038,26040,25862,25821,23015,22527,26480,22813,24058
19345	26265,20755,31246,21398,24668,24506,24755,25526,24530,21765
19346	22759,19320,23010,26890,26537,24124,19274,25863,24043,22831
19347	24723,27853,24836,26334,24751,21765,23585,26226,22234,24506
19348	29935,22800,26588,24140,29379,26028,28328,19441,24292,22738
19349	26791,28061,23792,19968,23808,27754,26493,26922,21565,21928
19350	22464,23375,22392,22275,20042,26682,23616,24144,25871,20615
19351	27680,24528,29717,21936,29102,20828,28337,22755,24128,22016
19352	28352,25703,24936,23256,23434,23365,26579,20876,30098,19354
19354	19571,25380,19599,24959,20601,28290,21979,25813,20104,26610
19355	19835,25650,21597,26393,23375,23972,20242,20650,19511,22463
19357	23874,19703,25913,21231,23459,21908,20728,29496,30128,23605
19358	24607,21139,31278,26440,20060,26722,22458,26133,20247,29681
19359	24442,24154,20620,23226,23495,21209,20899,21447,27971,21651
19360	24181,27680,24407,20613,24411,19859,31240,19741,25847,24292
19364	25374,30370,23359,25193,25447,25381,22030,20887,20673,25171
19365	30756,29547,31607,30676,25148,19273,25248,24862,25208,24901
19368	19280,23065,24597,21501,21463,28200,21872,19879,26855,28319
19369	21200,24816,21217,27767,23450,19421,20128,21143,19938,25874
19370	23455,21597,21790,26683,24736,22878,20785,31292,25828,20777
19372	29642,22309,20056,24024,22684,19464,29965,23873,23881,21524
19375	19842,23097,24703,25729,20949,20843,24851,23849,20372,25121
19377	19666,23100,20763,24703,25121,19827,28159,21702,23404,20370
19378	29140,21238,27000,22981,19293,26537,21974,29490,22719,25834
19380	24030,20889,20568,25842,26799,26936,28304,19473,22548,22640
19381	26174,22122,26147,22276,21357,21625,21653,26983,22209,25077
19383	21654,20279,20196,21140,30154,26813,26379,23490,21146,23889
19386	19601,28560,24868,24962,29618,24882,25380,20621,20603,22021
19389	25215,21514,22658,20378,29077,25699,28567,22609,21484,24593
19390	25291,24979,22238,20367,25351,23357,25333,25359,30144,29563
19392	20210,26025,26106,26660,23536,26731,19796,28060,23343,22057
19394	23783,23029,23861,21547,20871,24288,22970,28282,19546,19962
19396	23351,25603,31253,22320,25711,19751,25062,20484,21511,21473
19397	20293,22067,28099,26202,28350,26398,25515,25058,23155,23781
19398	19525,20161,29494,23243,29700,24219,22145,23245,27726,23569
19399	27936,20173,22347,24478,19263,22099,19667,24077,24026,22319
19400	22155,24675,22358,23452,24746,23584,19621,24749,23572,21858
19401	24617,23148,24849,25464,19613,20263,22289,20973,21263,25635
19402	20807,24817,25897,29695,26443,29720,25131,21834,26828,26446
19403	20082,25005,19736,21473,26652,28340,26607,25524,22104,22412
19404	21499,23071,22582,20050,19976,22670,22602,27714,30158,29482
19406	20358,30596,30721,30938,28636,24692,28814,27246,28497,30760
19409	25137,25746,25059,25751,22339,20287,20594,19727,20322,20022
19410	20719,27679,24707,19488,26606,26600,19419,21625,26765,27005
19411	29621,19558,20088,25683,29700,20069,24079,19459,22185,25804
19412	19772,26605,20311,19522,23213,21834,26359,20963,20770,19865
19413	22667,26917,23656,29966,22599,22936,25834,22670,22771,22023
19414	19967,24209,19413,22848,24597,24396,23644,30327,24156,21482
19415	23086,22939,22191,23309,20372,22048,21695,19885,30269,26126
19416	24545,27791,22972,29935,26577,20867,24030,27782,21436,26967
19417	26644,21637,23781,28344,26730,24357,31295,21888,25908,23246
19418	24294,20305,26105,26600,23136,25936,23261,25639,21853,26731
19419	29728,29046,31316,21601,20108,25622,23440,25997,23539,26452
19420	25558,22460,23546,20453,21316,20027,21135,19392,23565,21594
19421	25697,26645,26647,25020,25713,26283,29696,25002,25004,26394
19422	21164,23329,26413,26369,22458,25090,29095,30315,27005,20527
19423	29122,25091,22284,28087,25768,22563,25628,20223,23058,25109
19425	26263,20220,26432,23486,20294,23148,29671,26372,26090,26055
19426	22198,19631,24120,22958,19801,20502,19560,20777,22346,26863
19427	22016,26490,24435,20587,29650,22917,27733,25819,22697,29974
19428	22532,28154,26264,30232,25197,25233,23474,25047,19721,30001
19430	21957,22764,28078,26587,20444,22861,19473,26880,26878,23686
19433	26925,25745,20428,25728,22287,20240,21865,21226,19920,29496
19434	19417,20969,19907,31307,21233,24666,20252,26440,23329,20547
19435	19470,21360,21783,20115,26290,26204,25479,20188,21357,23729
